filepath,label
data\raw\arctic_fox\arctic_fox-0015.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0254.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0224.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0092.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0127.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0208.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0237.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0293.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0149.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0147.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0247.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0035.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0101.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0131.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0104.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0252.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0097.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0245.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0020.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0137.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0289.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0077.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0286.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0100.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0042.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0253.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0235.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0048.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0240.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0044.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0191.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0054.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0049.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0145.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0269.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0239.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0256.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0004.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0082.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0196.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0226.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0264.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0052.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0162.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0073.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0223.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0306.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0238.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0277.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0214.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0300.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0203.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0070.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0291.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0234.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0069.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0007.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0211.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0146.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0072.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0199.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0095.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0197.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0263.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0227.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0058.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0124.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0178.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0055.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0296.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0148.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0261.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0159.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0314.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0154.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0074.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0270.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0290.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0091.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0307.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0297.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0085.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0164.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0309.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0151.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0241.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0143.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0034.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0179.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0195.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0193.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0174.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0022.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0024.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0018.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0266.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0304.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0040.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0096.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0066.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0287.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0267.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0229.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0081.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0025.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0282.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0230.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0205.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0087.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0284.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0258.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0249.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0202.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0056.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0185.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0276.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0167.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0168.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0030.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0180.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0288.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0281.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0155.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0130.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0117.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0278.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0262.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0153.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0294.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0084.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0225.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0141.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0150.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0163.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0160.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0071.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0257.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0308.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0038.jpg,arctic_fox
data\raw\arctic_fox\arctic_fox-0156.jpg,arctic_fox
data\raw\armadillo\armadillo-0117.jpg,armadillo
data\raw\armadillo\armadillo-0167.jpg,armadillo
data\raw\armadillo\armadillo-0305.jpg,armadillo
data\raw\armadillo\armadillo-0278.jpg,armadillo
data\raw\armadillo\armadillo-0275.jpg,armadillo
data\raw\armadillo\armadillo-0185.jpg,armadillo
data\raw\armadillo\armadillo-0118.jpg,armadillo
data\raw\armadillo\armadillo-0008.jpg,armadillo
data\raw\armadillo\armadillo-0264.jpg,armadillo
data\raw\armadillo\armadillo-0192.jpg,armadillo
data\raw\armadillo\armadillo-0240.jpg,armadillo
data\raw\armadillo\armadillo-0256.jpg,armadillo
data\raw\armadillo\armadillo-0045.jpg,armadillo
data\raw\armadillo\armadillo-0273.jpg,armadillo
data\raw\armadillo\armadillo-0295.jpg,armadillo
data\raw\armadillo\armadillo-0103.jpg,armadillo
data\raw\armadillo\armadillo-0158.jpg,armadillo
data\raw\armadillo\armadillo-0223.jpg,armadillo
data\raw\armadillo\armadillo-0188.jpg,armadillo
data\raw\armadillo\armadillo-0164.jpg,armadillo
data\raw\armadillo\armadillo-0205.jpg,armadillo
data\raw\armadillo\armadillo-0056.jpg,armadillo
data\raw\armadillo\armadillo-0246.jpg,armadillo
data\raw\armadillo\armadillo-0100.jpg,armadillo
data\raw\armadillo\armadillo-0308.jpg,armadillo
data\raw\armadillo\armadillo-0269.jpg,armadillo
data\raw\armadillo\armadillo-0208.jpg,armadillo
data\raw\armadillo\armadillo-0077.jpg,armadillo
data\raw\armadillo\armadillo-0277.jpg,armadillo
data\raw\armadillo\armadillo-0067.jpg,armadillo
data\raw\armadillo\armadillo-0255.jpg,armadillo
data\raw\armadillo\armadillo-0254.jpg,armadillo
data\raw\armadillo\armadillo-0242.jpg,armadillo
data\raw\armadillo\armadillo-0302.jpg,armadillo
data\raw\armadillo\armadillo-0248.jpg,armadillo
data\raw\armadillo\armadillo-0104.jpg,armadillo
data\raw\armadillo\armadillo-0215.jpg,armadillo
data\raw\armadillo\armadillo-0267.jpg,armadillo
data\raw\armadillo\armadillo-0083.jpg,armadillo
data\raw\armadillo\armadillo-0138.jpg,armadillo
data\raw\armadillo\armadillo-0319.jpg,armadillo
data\raw\armadillo\armadillo-0023.jpg,armadillo
data\raw\armadillo\armadillo-0146.jpg,armadillo
data\raw\armadillo\armadillo-0017.jpg,armadillo
data\raw\armadillo\armadillo-0110.jpg,armadillo
data\raw\armadillo\armadillo-0312.jpg,armadillo
data\raw\armadillo\armadillo-0265.jpg,armadillo
data\raw\armadillo\armadillo-0074.jpg,armadillo
data\raw\armadillo\armadillo-0140.jpg,armadillo
data\raw\armadillo\armadillo-0025.jpg,armadillo
data\raw\armadillo\armadillo-0002.jpg,armadillo
data\raw\armadillo\armadillo-0149.jpg,armadillo
data\raw\armadillo\armadillo-0327.jpg,armadillo
data\raw\armadillo\armadillo-0263.jpg,armadillo
data\raw\armadillo\armadillo-0262.jpg,armadillo
data\raw\armadillo\armadillo-0323.jpg,armadillo
data\raw\armadillo\armadillo-0211.jpg,armadillo
data\raw\armadillo\armadillo-0107.jpg,armadillo
data\raw\armadillo\armadillo-0193.jpg,armadillo
data\raw\armadillo\armadillo-0184.jpg,armadillo
data\raw\armadillo\armadillo-0006.jpg,armadillo
data\raw\armadillo\armadillo-0063.jpg,armadillo
data\raw\armadillo\armadillo-0111.jpg,armadillo
data\raw\armadillo\armadillo-0294.jpg,armadillo
data\raw\armadillo\armadillo-0163.jpg,armadillo
data\raw\armadillo\armadillo-0072.jpg,armadillo
data\raw\armadillo\armadillo-0046.jpg,armadillo
data\raw\armadillo\armadillo-0228.jpg,armadillo
data\raw\armadillo\armadillo-0201.jpg,armadillo
data\raw\armadillo\armadillo-0134.jpg,armadillo
data\raw\armadillo\armadillo-0220.jpg,armadillo
data\raw\armadillo\armadillo-0081.jpg,armadillo
data\raw\armadillo\armadillo-0066.jpg,armadillo
data\raw\armadillo\armadillo-0177.jpg,armadillo
data\raw\armadillo\armadillo-0069.jpg,armadillo
data\raw\armadillo\armadillo-0064.jpg,armadillo
data\raw\armadillo\armadillo-0250.jpg,armadillo
data\raw\armadillo\armadillo-0009.jpg,armadillo
data\raw\armadillo\armadillo-0059.jpg,armadillo
data\raw\armadillo\armadillo-0271.jpg,armadillo
data\raw\armadillo\armadillo-0221.jpg,armadillo
data\raw\armadillo\armadillo-0126.jpg,armadillo
data\raw\armadillo\armadillo-0016.jpg,armadillo
data\raw\armadillo\armadillo-0243.jpg,armadillo
data\raw\armadillo\armadillo-0122.jpg,armadillo
data\raw\armadillo\armadillo-0173.jpg,armadillo
data\raw\armadillo\armadillo-0015.jpg,armadillo
data\raw\armadillo\armadillo-0202.jpg,armadillo
data\raw\armadillo\armadillo-0068.jpg,armadillo
data\raw\armadillo\armadillo-0280.jpg,armadillo
data\raw\armadillo\armadillo-0071.jpg,armadillo
data\raw\armadillo\armadillo-0194.jpg,armadillo
data\raw\armadillo\armadillo-0028.jpg,armadillo
data\raw\armadillo\armadillo-0249.jpg,armadillo
data\raw\armadillo\armadillo-0003.jpg,armadillo
data\raw\armadillo\armadillo-0120.jpg,armadillo
data\raw\armadillo\armadillo-0001.jpg,armadillo
data\raw\armadillo\armadillo-0322.jpg,armadillo
data\raw\armadillo\armadillo-0200.jpg,armadillo
data\raw\armadillo\armadillo-0105.jpg,armadillo
data\raw\armadillo\armadillo-0320.jpg,armadillo
data\raw\armadillo\armadillo-0245.jpg,armadillo
data\raw\armadillo\armadillo-0266.jpg,armadillo
data\raw\armadillo\armadillo-0154.jpg,armadillo
data\raw\armadillo\armadillo-0171.jpg,armadillo
data\raw\armadillo\armadillo-0318.jpg,armadillo
data\raw\armadillo\armadillo-0206.jpg,armadillo
data\raw\armadillo\armadillo-0018.jpg,armadillo
data\raw\armadillo\armadillo-0019.jpg,armadillo
data\raw\armadillo\armadillo-0325.jpg,armadillo
data\raw\armadillo\armadillo-0214.jpg,armadillo
data\raw\armadillo\armadillo-0084.jpg,armadillo
data\raw\armadillo\armadillo-0092.jpg,armadillo
data\raw\armadillo\armadillo-0152.jpg,armadillo
data\raw\armadillo\armadillo-0013.jpg,armadillo
data\raw\armadillo\armadillo-0041.jpg,armadillo
data\raw\armadillo\armadillo-0004.jpg,armadillo
data\raw\armadillo\armadillo-0304.jpg,armadillo
data\raw\armadillo\armadillo-0123.jpg,armadillo
data\raw\armadillo\armadillo-0011.jpg,armadillo
data\raw\armadillo\armadillo-0161.jpg,armadillo
data\raw\armadillo\armadillo-0031.jpg,armadillo
data\raw\armadillo\armadillo-0048.jpg,armadillo
data\raw\armadillo\armadillo-0148.jpg,armadillo
data\raw\armadillo\armadillo-0051.jpg,armadillo
data\raw\armadillo\armadillo-0128.jpg,armadillo
data\raw\armadillo\armadillo-0054.jpg,armadillo
data\raw\armadillo\armadillo-0007.jpg,armadillo
data\raw\armadillo\armadillo-0236.jpg,armadillo
data\raw\armadillo\armadillo-0183.jpg,armadillo
data\raw\armadillo\armadillo-0057.jpg,armadillo
data\raw\armadillo\armadillo-0212.jpg,armadillo
data\raw\armadillo\armadillo-0112.jpg,armadillo
data\raw\armadillo\armadillo-0300.jpg,armadillo
data\raw\armadillo\armadillo-0326.jpg,armadillo
data\raw\armadillo\armadillo-0116.jpg,armadillo
data\raw\armadillo\armadillo-0070.jpg,armadillo
data\raw\armadillo\armadillo-0151.jpg,armadillo
data\raw\armadillo\armadillo-0307.jpg,armadillo
data\raw\armadillo\armadillo-0306.jpg,armadillo
data\raw\armadillo\armadillo-0279.jpg,armadillo
data\raw\armadillo\armadillo-0133.jpg,armadillo
data\raw\armadillo\armadillo-0314.jpg,armadillo
data\raw\armadillo\armadillo-0142.jpg,armadillo
data\raw\armadillo\armadillo-0096.jpg,armadillo
data\raw\armadillo\armadillo-0124.jpg,armadillo
data\raw\armadillo\armadillo-0014.jpg,armadillo
data\raw\armadillo\armadillo-0251.jpg,armadillo
data\raw\armadillo\armadillo-0196.jpg,armadillo
data\raw\armadillo\armadillo-0052.jpg,armadillo
data\raw\armadillo\armadillo-0217.jpg,armadillo
data\raw\armadillo\armadillo-0108.jpg,armadillo
data\raw\armadillo\armadillo-0136.jpg,armadillo
data\raw\armadillo\armadillo-0129.jpg,armadillo
data\raw\armadillo\armadillo-0098.jpg,armadillo
data\raw\armadillo\armadillo-0234.jpg,armadillo
data\raw\armadillo\armadillo-0119.jpg,armadillo
data\raw\armadillo\armadillo-0175.jpg,armadillo
data\raw\armadillo\armadillo-0293.jpg,armadillo
data\raw\armadillo\armadillo-0095.jpg,armadillo
data\raw\armadillo\armadillo-0198.jpg,armadillo
data\raw\armadillo\armadillo-0329.jpg,armadillo
data\raw\armadillo\armadillo-0204.jpg,armadillo
data\raw\armadillo\armadillo-0062.jpg,armadillo
data\raw\armadillo\armadillo-0137.jpg,armadillo
data\raw\armadillo\armadillo-0060.jpg,armadillo
data\raw\armadillo\armadillo-0115.jpg,armadillo
data\raw\armadillo\armadillo-0252.jpg,armadillo
data\raw\armadillo\armadillo-0157.jpg,armadillo
data\raw\armadillo\armadillo-0114.jpg,armadillo
data\raw\armadillo\armadillo-0061.jpg,armadillo
data\raw\armadillo\armadillo-0094.jpg,armadillo
data\raw\armadillo\armadillo-0106.jpg,armadillo
data\raw\armadillo\armadillo-0012.jpg,armadillo
data\raw\armadillo\armadillo-0113.jpg,armadillo
data\raw\armadillo\armadillo-0043.jpg,armadillo
data\raw\armadillo\armadillo-0160.jpg,armadillo
data\raw\armadillo\armadillo-0178.jpg,armadillo
data\raw\armadillo\armadillo-0222.jpg,armadillo
data\raw\armadillo\armadillo-0042.jpg,armadillo
data\raw\armadillo\armadillo-0195.jpg,armadillo
data\raw\armadillo\armadillo-0282.jpg,armadillo
data\raw\armadillo\armadillo-0229.jpg,armadillo
data\raw\armadillo\armadillo-0315.jpg,armadillo
data\raw\armadillo\armadillo-0299.jpg,armadillo
data\raw\armadillo\armadillo-0087.jpg,armadillo
data\raw\armadillo\armadillo-0316.jpg,armadillo
data\raw\armadillo\armadillo-0010.jpg,armadillo
data\raw\armadillo\armadillo-0216.jpg,armadillo
data\raw\armadillo\armadillo-0139.jpg,armadillo
data\raw\armadillo\armadillo-0130.jpg,armadillo
data\raw\armadillo\armadillo-0026.jpg,armadillo
data\raw\armadillo\armadillo-0330.jpg,armadillo
data\raw\armadillo\armadillo-0296.jpg,armadillo
data\raw\armadillo\armadillo-0292.jpg,armadillo
data\raw\armadillo\armadillo-0036.jpg,armadillo
data\raw\armadillo\armadillo-0058.jpg,armadillo
data\raw\armadillo\armadillo-0050.jpg,armadillo
data\raw\armadillo\armadillo-0125.jpg,armadillo
data\raw\armadillo\armadillo-0317.jpg,armadillo
data\raw\armadillo\armadillo-0088.jpg,armadillo
data\raw\armadillo\armadillo-0055.jpg,armadillo
data\raw\armadillo\armadillo-0291.jpg,armadillo
data\raw\armadillo\armadillo-0310.jpg,armadillo
data\raw\armadillo\armadillo-0207.jpg,armadillo
data\raw\armadillo\armadillo-0005.jpg,armadillo
data\raw\armadillo\armadillo-0093.jpg,armadillo
data\raw\armadillo\armadillo-0131.jpg,armadillo
data\raw\armadillo\armadillo-0109.jpg,armadillo
data\raw\armadillo\armadillo-0218.jpg,armadillo
data\raw\armadillo\armadillo-0313.jpg,armadillo
data\raw\armadillo\armadillo-0024.jpg,armadillo
data\raw\armadillo\armadillo-0135.jpg,armadillo
data\raw\armadillo\armadillo-0276.jpg,armadillo
data\raw\armadillo\armadillo-0190.jpg,armadillo
data\raw\armadillo\armadillo-0213.jpg,armadillo
data\raw\armadillo\armadillo-0180.jpg,armadillo
data\raw\armadillo\armadillo-0274.jpg,armadillo
data\raw\armadillo\armadillo-0033.jpg,armadillo
data\raw\armadillo\armadillo-0209.jpg,armadillo
data\raw\armadillo\armadillo-0085.jpg,armadillo
data\raw\armadillo\armadillo-0203.jpg,armadillo
data\raw\armadillo\armadillo-0283.jpg,armadillo
data\raw\armadillo\armadillo-0287.jpg,armadillo
data\raw\armadillo\armadillo-0144.jpg,armadillo
data\raw\armadillo\armadillo-0288.jpg,armadillo
data\raw\armadillo\armadillo-0286.jpg,armadillo
data\raw\armadillo\armadillo-0182.jpg,armadillo
data\raw\armadillo\armadillo-0153.jpg,armadillo
data\raw\armadillo\armadillo-0258.jpg,armadillo
data\raw\armadillo\armadillo-0101.jpg,armadillo
data\raw\baboon\baboon-0119.jpg,baboon
data\raw\baboon\baboon-0046.jpg,baboon
data\raw\baboon\baboon-0288.jpg,baboon
data\raw\baboon\baboon-0166.jpg,baboon
data\raw\baboon\baboon-0251.jpg,baboon
data\raw\baboon\baboon-0006.jpg,baboon
data\raw\baboon\baboon-0002.jpg,baboon
data\raw\baboon\baboon-0136.jpg,baboon
data\raw\baboon\baboon-0192.jpg,baboon
data\raw\baboon\baboon-0299.jpg,baboon
data\raw\baboon\baboon-0293.jpg,baboon
data\raw\baboon\baboon-0049.jpg,baboon
data\raw\baboon\baboon-0108.jpg,baboon
data\raw\baboon\baboon-0279.jpg,baboon
data\raw\baboon\baboon-0085.jpg,baboon
data\raw\baboon\baboon-0252.jpg,baboon
data\raw\baboon\baboon-0306.jpg,baboon
data\raw\baboon\baboon-0291.jpg,baboon
data\raw\baboon\baboon-0329.jpg,baboon
data\raw\baboon\baboon-0069.jpg,baboon
data\raw\baboon\baboon-0117.jpg,baboon
data\raw\baboon\baboon-0132.jpg,baboon
data\raw\baboon\baboon-0169.jpg,baboon
data\raw\baboon\baboon-0099.jpg,baboon
data\raw\baboon\baboon-0101.jpg,baboon
data\raw\baboon\baboon-0295.jpg,baboon
data\raw\baboon\baboon-0020.jpg,baboon
data\raw\baboon\baboon-0113.jpg,baboon
data\raw\baboon\baboon-0330.jpg,baboon
data\raw\baboon\baboon-0282.jpg,baboon
data\raw\baboon\baboon-0149.jpg,baboon
data\raw\baboon\baboon-0029.jpg,baboon
data\raw\baboon\baboon-0304.jpg,baboon
data\raw\baboon\baboon-0005.jpg,baboon
data\raw\baboon\baboon-0246.jpg,baboon
data\raw\baboon\baboon-0265.jpg,baboon
data\raw\baboon\baboon-0248.jpg,baboon
data\raw\baboon\baboon-0234.jpg,baboon
data\raw\baboon\baboon-0037.jpg,baboon
data\raw\baboon\baboon-0193.jpg,baboon
data\raw\baboon\baboon-0056.jpg,baboon
data\raw\baboon\baboon-0070.jpg,baboon
data\raw\baboon\baboon-0277.jpg,baboon
data\raw\baboon\baboon-0026.jpg,baboon
data\raw\baboon\baboon-0146.jpg,baboon
data\raw\baboon\baboon-0103.jpg,baboon
data\raw\baboon\baboon-0009.jpg,baboon
data\raw\baboon\baboon-0150.jpg,baboon
data\raw\baboon\baboon-0125.jpg,baboon
data\raw\baboon\baboon-0001.jpg,baboon
data\raw\baboon\baboon-0206.jpg,baboon
data\raw\baboon\baboon-0213.jpg,baboon
data\raw\baboon\baboon-0254.jpg,baboon
data\raw\baboon\baboon-0112.jpg,baboon
data\raw\baboon\baboon-0081.jpg,baboon
data\raw\baboon\baboon-0084.jpg,baboon
data\raw\baboon\baboon-0318.jpg,baboon
data\raw\baboon\baboon-0159.jpg,baboon
data\raw\baboon\baboon-0090.jpg,baboon
data\raw\baboon\baboon-0207.jpg,baboon
data\raw\baboon\baboon-0004.jpg,baboon
data\raw\baboon\baboon-0195.jpg,baboon
data\raw\baboon\baboon-0324.jpg,baboon
data\raw\baboon\baboon-0028.jpg,baboon
data\raw\baboon\baboon-0260.jpg,baboon
data\raw\baboon\baboon-0122.jpg,baboon
data\raw\baboon\baboon-0153.jpg,baboon
data\raw\baboon\baboon-0303.jpg,baboon
data\raw\baboon\baboon-0201.jpg,baboon
data\raw\baboon\baboon-0003.jpg,baboon
data\raw\baboon\baboon-0155.jpg,baboon
data\raw\baboon\baboon-0264.jpg,baboon
data\raw\baboon\baboon-0076.jpg,baboon
data\raw\baboon\baboon-0200.jpg,baboon
data\raw\baboon\baboon-0100.jpg,baboon
data\raw\baboon\baboon-0328.jpg,baboon
data\raw\baboon\baboon-0242.jpg,baboon
data\raw\baboon\baboon-0025.jpg,baboon
data\raw\baboon\baboon-0097.jpg,baboon
data\raw\baboon\baboon-0249.jpg,baboon
data\raw\baboon\baboon-0160.jpg,baboon
data\raw\baboon\baboon-0118.jpg,baboon
data\raw\baboon\baboon-0091.jpg,baboon
data\raw\baboon\baboon-0179.jpg,baboon
data\raw\baboon\baboon-0274.jpg,baboon
data\raw\baboon\baboon-0050.jpg,baboon
data\raw\baboon\baboon-0038.jpg,baboon
data\raw\baboon\baboon-0215.jpg,baboon
data\raw\baboon\baboon-0013.jpg,baboon
data\raw\baboon\baboon-0110.jpg,baboon
data\raw\baboon\baboon-0253.jpg,baboon
data\raw\baboon\baboon-0158.jpg,baboon
data\raw\baboon\baboon-0243.jpg,baboon
data\raw\baboon\baboon-0285.jpg,baboon
data\raw\baboon\baboon-0236.jpg,baboon
data\raw\baboon\baboon-0031.jpg,baboon
data\raw\baboon\baboon-0134.jpg,baboon
data\raw\baboon\baboon-0261.jpg,baboon
data\raw\baboon\baboon-0072.jpg,baboon
data\raw\baboon\baboon-0066.jpg,baboon
data\raw\baboon\baboon-0048.jpg,baboon
data\raw\baboon\baboon-0098.jpg,baboon
data\raw\baboon\baboon-0194.jpg,baboon
data\raw\baboon\baboon-0145.jpg,baboon
data\raw\baboon\baboon-0216.jpg,baboon
data\raw\baboon\baboon-0094.jpg,baboon
data\raw\baboon\baboon-0109.jpg,baboon
data\raw\baboon\baboon-0092.jpg,baboon
data\raw\baboon\baboon-0312.jpg,baboon
data\raw\baboon\baboon-0222.jpg,baboon
data\raw\baboon\baboon-0130.jpg,baboon
data\raw\baboon\baboon-0230.jpg,baboon
data\raw\baboon\baboon-0027.jpg,baboon
data\raw\baboon\baboon-0060.jpg,baboon
data\raw\baboon\baboon-0062.jpg,baboon
data\raw\baboon\baboon-0267.jpg,baboon
data\raw\baboon\baboon-0057.jpg,baboon
data\raw\baboon\baboon-0138.jpg,baboon
data\raw\baboon\baboon-0156.jpg,baboon
data\raw\baboon\baboon-0196.jpg,baboon
data\raw\baboon\baboon-0010.jpg,baboon
data\raw\baboon\baboon-0262.jpg,baboon
data\raw\baboon\baboon-0290.jpg,baboon
data\raw\baboon\baboon-0210.jpg,baboon
data\raw\baboon\baboon-0088.jpg,baboon
data\raw\baboon\baboon-0325.jpg,baboon
data\raw\baboon\baboon-0104.jpg,baboon
data\raw\baboon\baboon-0063.jpg,baboon
data\raw\baboon\baboon-0124.jpg,baboon
data\raw\baboon\baboon-0272.jpg,baboon
